Tech node (nm), Capacity (bytes), Number of banks, Associativity, Output width (bits), Access time (ns), Random cycle time (ns), Dynamic search energy (nJ), Dynamic read energy (nJ), Dynamic write energy (nJ), Standby leakage per bank(mW), Area (mm2), Ndwl, Ndbl, Nspd, Ndcm, Ndsam_level_1, Ndsam_level_2, Data arrary area efficiency %, Ntwl, Ntbl, Ntspd, Ntcm, Ntsam_level_1, Ntsam_level_2, Tag arrary area efficiency %, 
45, 1024, 1, 1, 32, 0.22966, 0.188702, N/A, 0.00150839, 0.00235506, 1.70984, 0.00789746, 2, 2, 2, 4, 1, 1, 69.4748, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 1024, 1, 1, 32, 0.22966, 0.188702, N/A, 0.00150839, 0.00235506, 1.70984, 0.00789746, 2, 2, 2, 4, 1, 1, 69.4748, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 1024, 1, 1, 32, 0.22966, 0.188702, N/A, 0.00150839, 0.00235506, 1.70984, 0.00789746, 2, 2, 2, 4, 1, 1, 69.4748, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 1024, 1, 1, 32, 0.22966, 0.188702, N/A, 0.00150839, 0.00235506, 1.70984, 0.00789746, 2, 2, 2, 4, 1, 1, 69.4748, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 2048, 1, 1, 32, 0.237168, 0.20076, N/A, 0.00261653, 0.00302664, 3.82561, 0.0165586, 2, 2, 4, 8, 1, 1, 66.2706, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 2048, 1, 1, 32, 0.237168, 0.20076, N/A, 0.00261653, 0.00302664, 3.82561, 0.0165586, 2, 2, 4, 8, 1, 1, 66.2706, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 2048, 1, 1, 32, 0.237168, 0.20076, N/A, 0.00261653, 0.00302664, 3.82561, 0.0165586, 2, 2, 4, 8, 1, 1, 66.2706, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 2048, 1, 1, 32, 0.237168, 0.20076, N/A, 0.00261653, 0.00302664, 3.82561, 0.0165586, 2, 2, 4, 8, 1, 1, 66.2706, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 2048, 1, 1, 32, 0.237168, 0.20076, N/A, 0.00261653, 0.00302664, 3.82561, 0.0165586, 2, 2, 4, 8, 1, 1, 66.2706, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 4096, 1, 1, 32, 0.300907, 0.240083, N/A, 0.00342953, 0.00431011, 7.53642, 0.0300607, 2, 2, 4, 8, 1, 1, 73.0089, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 4096, 1, 1, 32, 0.300907, 0.240083, N/A, 0.00342953, 0.00431011, 7.53642, 0.0300607, 2, 2, 4, 8, 1, 1, 73.0089, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 4096, 1, 1, 32, 0.300907, 0.240083, N/A, 0.00342953, 0.00431011, 7.53642, 0.0300607, 2, 2, 4, 8, 1, 1, 73.0089, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 4096, 1, 1, 32, 0.300907, 0.240083, N/A, 0.00342953, 0.00431011, 7.53642, 0.0300607, 2, 2, 4, 8, 1, 1, 73.0089, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 4096, 1, 1, 32, 0.300907, 0.240083, N/A, 0.00342953, 0.00431011, 7.53642, 0.0300607, 2, 2, 4, 8, 1, 1, 73.0089, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 8192, 1, 1, 32, 0.330297, 0.305266, N/A, 0.00639163, 0.00556268, 14.1035, 0.0575061, 2, 2, 8, 16, 1, 1, 76.3292, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 8192, 1, 1, 32, 0.330297, 0.305266, N/A, 0.00639163, 0.00556268, 14.1035, 0.0575061, 2, 2, 8, 16, 1, 1, 76.3292, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 8192, 1, 1, 32, 0.330297, 0.305266, N/A, 0.00639163, 0.00556268, 14.1035, 0.0575061, 2, 2, 8, 16, 1, 1, 76.3292, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 8192, 1, 1, 32, 0.330297, 0.305266, N/A, 0.00639163, 0.00556268, 14.1035, 0.0575061, 2, 2, 8, 16, 1, 1, 76.3292, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 8192, 1, 1, 32, 0.330297, 0.305266, N/A, 0.00639163, 0.00556268, 14.1035, 0.0575061, 2, 2, 8, 16, 1, 1, 76.3292, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 16384, 1, 1, 32, 0.398085, 0.501682, N/A, 0.0122685, 0.00802053, 26.0146, 0.11102, 2, 2, 16, 32, 1, 1, 79.0736, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 16384, 1, 1, 32, 0.398085, 0.501682, N/A, 0.0122685, 0.00802053, 26.0146, 0.11102, 2, 2, 16, 32, 1, 1, 79.0736, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 16384, 1, 1, 32, 0.398085, 0.501682, N/A, 0.0122685, 0.00802053, 26.0146, 0.11102, 2, 2, 16, 32, 1, 1, 79.0736, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 16384, 1, 1, 32, 0.398085, 0.501682, N/A, 0.0122685, 0.00802053, 26.0146, 0.11102, 2, 2, 16, 32, 1, 1, 79.0736, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 16384, 1, 1, 32, 0.398085, 0.501682, N/A, 0.0122685, 0.00802053, 26.0146, 0.11102, 2, 2, 16, 32, 1, 1, 79.0736, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 32768, 1, 1, 32, 0.510916, 0.587485, N/A, 0.0192042, 0.0108787, 51.6017, 0.208596, 2, 2, 16, 32, 1, 1, 84.1703, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 32768, 1, 1, 32, 0.510916, 0.587485, N/A, 0.0192042, 0.0108787, 51.6017, 0.208596, 2, 2, 16, 32, 1, 1, 84.1703, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 32768, 1, 1, 32, 0.510916, 0.587485, N/A, 0.0192042, 0.0108787, 51.6017, 0.208596, 2, 2, 16, 32, 1, 1, 84.1703, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 32768, 1, 1, 32, 0.510916, 0.587485, N/A, 0.0192042, 0.0108787, 51.6017, 0.208596, 2, 2, 16, 32, 1, 1, 84.1703, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 32768, 1, 1, 32, 0.510916, 0.587485, N/A, 0.0192042, 0.0108787, 51.6017, 0.208596, 2, 2, 16, 32, 1, 1, 84.1703, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 65536, 1, 1, 32, 0.764343, 0.587485, N/A, 0.0234275, 0.0151021, 103.203, 0.43719, 2, 4, 16, 32, 1, 1, 80.3201, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 65536, 1, 1, 32, 0.764343, 0.587485, N/A, 0.0234275, 0.0151021, 103.203, 0.43719, 2, 4, 16, 32, 1, 1, 80.3201, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 65536, 1, 1, 32, 0.764343, 0.587485, N/A, 0.0234275, 0.0151021, 103.203, 0.43719, 2, 4, 16, 32, 1, 1, 80.3201, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 65536, 1, 1, 32, 0.764343, 0.587485, N/A, 0.0234275, 0.0151021, 103.203, 0.43719, 2, 4, 16, 32, 1, 1, 80.3201, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 65536, 1, 1, 32, 0.764343, 0.587485, N/A, 0.0234275, 0.0151021, 103.203, 0.43719, 2, 4, 16, 32, 1, 1, 80.3201, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 131072, 1, 1, 32, 1.04814, 1.17558, N/A, 0.0313707, 0.0202846, 193.238, 0.917781, 2, 8, 32, 64, 1, 1, 76.5219, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 131072, 1, 1, 32, 1.04814, 1.17558, N/A, 0.0313707, 0.0202846, 193.238, 0.917781, 2, 8, 32, 64, 1, 1, 76.5219, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 131072, 1, 1, 32, 1.04814, 1.17558, N/A, 0.0313707, 0.0202846, 193.238, 0.917781, 2, 8, 32, 64, 1, 1, 76.5219, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 131072, 1, 1, 32, 1.04814, 1.17558, N/A, 0.0313707, 0.0202846, 193.238, 0.917781, 2, 8, 32, 64, 1, 1, 76.5219, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 131072, 1, 1, 32, 1.04814, 1.17558, N/A, 0.0313707, 0.0202846, 193.238, 0.917781, 2, 8, 32, 64, 1, 1, 76.5219, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 256, 1, 1, 32, 0.185957, 0.142067, N/A, 0.000745328, 0.00126139, 0.506123, 0.00246068, 2, 2, 1, 2, 1, 1, 55.7442, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 256, 1, 1, 32, 0.185957, 0.142067, N/A, 0.000745328, 0.00126139, 0.506123, 0.00246068, 2, 2, 1, 2, 1, 1, 55.7442, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 256, 1, 1, 32, 0.185957, 0.142067, N/A, 0.000745328, 0.00126139, 0.506123, 0.00246068, 2, 2, 1, 2, 1, 1, 55.7442, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 256, 1, 1, 32, 0.185957, 0.142067, N/A, 0.000745328, 0.00126139, 0.506123, 0.00246068, 2, 2, 1, 2, 1, 1, 55.7442, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 256, 1, 1, 32, 0.185957, 0.142067, N/A, 0.000745328, 0.00126139, 0.506123, 0.00246068, 2, 2, 1, 2, 1, 1, 55.7442, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 512, 1, 1, 32, 0.212122, 0.161838, N/A, 0.000947547, 0.0020125, 0.956482, 0.00441968, 2, 2, 1, 2, 1, 1, 62.0718, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 512, 1, 1, 32, 0.212122, 0.161838, N/A, 0.000947547, 0.0020125, 0.956482, 0.00441968, 2, 2, 1, 2, 1, 1, 62.0718, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 512, 1, 1, 32, 0.212122, 0.161838, N/A, 0.000947547, 0.0020125, 0.956482, 0.00441968, 2, 2, 1, 2, 1, 1, 62.0718, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 512, 1, 1, 32, 0.212122, 0.161838, N/A, 0.000947547, 0.0020125, 0.956482, 0.00441968, 2, 2, 1, 2, 1, 1, 62.0718, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 512, 1, 1, 32, 0.212122, 0.161838, N/A, 0.000947547, 0.0020125, 0.956482, 0.00441968, 2, 2, 1, 2, 1, 1, 62.0718, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 1024, 1, 1, 32, 0.22966, 0.188702, N/A, 0.00150839, 0.00235506, 1.70984, 0.00789746, 2, 2, 2, 4, 1, 1, 69.4748, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 1024, 1, 1, 32, 0.22966, 0.188702, N/A, 0.00150839, 0.00235506, 1.70984, 0.00789746, 2, 2, 2, 4, 1, 1, 69.4748, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 1024, 1, 1, 32, 0.22966, 0.188702, N/A, 0.00150839, 0.00235506, 1.70984, 0.00789746, 2, 2, 2, 4, 1, 1, 69.4748, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 1024, 1, 1, 32, 0.22966, 0.188702, N/A, 0.00150839, 0.00235506, 1.70984, 0.00789746, 2, 2, 2, 4, 1, 1, 69.4748, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 1024, 1, 1, 32, 0.22966, 0.188702, N/A, 0.00150839, 0.00235506, 1.70984, 0.00789746, 2, 2, 2, 4, 1, 1, 69.4748, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 2048, 1, 1, 32, 0.237168, 0.20076, N/A, 0.00261653, 0.00302664, 3.82561, 0.0165586, 2, 2, 4, 8, 1, 1, 66.2706, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 2048, 1, 1, 32, 0.237168, 0.20076, N/A, 0.00261653, 0.00302664, 3.82561, 0.0165586, 2, 2, 4, 8, 1, 1, 66.2706, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 2048, 1, 1, 32, 0.237168, 0.20076, N/A, 0.00261653, 0.00302664, 3.82561, 0.0165586, 2, 2, 4, 8, 1, 1, 66.2706, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 2048, 1, 1, 32, 0.237168, 0.20076, N/A, 0.00261653, 0.00302664, 3.82561, 0.0165586, 2, 2, 4, 8, 1, 1, 66.2706, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 2048, 1, 1, 32, 0.237168, 0.20076, N/A, 0.00261653, 0.00302664, 3.82561, 0.0165586, 2, 2, 4, 8, 1, 1, 66.2706, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 4096, 1, 1, 32, 0.300907, 0.240083, N/A, 0.00342953, 0.00431011, 7.53642, 0.0300607, 2, 2, 4, 8, 1, 1, 73.0089, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 4096, 1, 1, 32, 0.300907, 0.240083, N/A, 0.00342953, 0.00431011, 7.53642, 0.0300607, 2, 2, 4, 8, 1, 1, 73.0089, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 4096, 1, 1, 32, 0.300907, 0.240083, N/A, 0.00342953, 0.00431011, 7.53642, 0.0300607, 2, 2, 4, 8, 1, 1, 73.0089, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 4096, 1, 1, 32, 0.300907, 0.240083, N/A, 0.00342953, 0.00431011, 7.53642, 0.0300607, 2, 2, 4, 8, 1, 1, 73.0089, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 4096, 1, 1, 32, 0.300907, 0.240083, N/A, 0.00342953, 0.00431011, 7.53642, 0.0300607, 2, 2, 4, 8, 1, 1, 73.0089, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 8192, 1, 1, 32, 0.330297, 0.305266, N/A, 0.00639163, 0.00556268, 14.1035, 0.0575061, 2, 2, 8, 16, 1, 1, 76.3292, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 8192, 1, 1, 32, 0.330297, 0.305266, N/A, 0.00639163, 0.00556268, 14.1035, 0.0575061, 2, 2, 8, 16, 1, 1, 76.3292, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 8192, 1, 1, 32, 0.330297, 0.305266, N/A, 0.00639163, 0.00556268, 14.1035, 0.0575061, 2, 2, 8, 16, 1, 1, 76.3292, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 8192, 1, 1, 32, 0.330297, 0.305266, N/A, 0.00639163, 0.00556268, 14.1035, 0.0575061, 2, 2, 8, 16, 1, 1, 76.3292, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 8192, 1, 1, 32, 0.330297, 0.305266, N/A, 0.00639163, 0.00556268, 14.1035, 0.0575061, 2, 2, 8, 16, 1, 1, 76.3292, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 16384, 1, 1, 32, 0.398085, 0.501682, N/A, 0.0122685, 0.00802053, 26.0146, 0.11102, 2, 2, 16, 32, 1, 1, 79.0736, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 16384, 1, 1, 32, 0.398085, 0.501682, N/A, 0.0122685, 0.00802053, 26.0146, 0.11102, 2, 2, 16, 32, 1, 1, 79.0736, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 16384, 1, 1, 32, 0.398085, 0.501682, N/A, 0.0122685, 0.00802053, 26.0146, 0.11102, 2, 2, 16, 32, 1, 1, 79.0736, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 16384, 1, 1, 32, 0.398085, 0.501682, N/A, 0.0122685, 0.00802053, 26.0146, 0.11102, 2, 2, 16, 32, 1, 1, 79.0736, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 16384, 1, 1, 32, 0.398085, 0.501682, N/A, 0.0122685, 0.00802053, 26.0146, 0.11102, 2, 2, 16, 32, 1, 1, 79.0736, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 32768, 1, 1, 32, 0.510916, 0.587485, N/A, 0.0192042, 0.0108787, 51.6017, 0.208596, 2, 2, 16, 32, 1, 1, 84.1703, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 32768, 1, 1, 32, 0.510916, 0.587485, N/A, 0.0192042, 0.0108787, 51.6017, 0.208596, 2, 2, 16, 32, 1, 1, 84.1703, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 32768, 1, 1, 32, 0.510916, 0.587485, N/A, 0.0192042, 0.0108787, 51.6017, 0.208596, 2, 2, 16, 32, 1, 1, 84.1703, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 32768, 1, 1, 32, 0.510916, 0.587485, N/A, 0.0192042, 0.0108787, 51.6017, 0.208596, 2, 2, 16, 32, 1, 1, 84.1703, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 32768, 1, 1, 32, 0.510916, 0.587485, N/A, 0.0192042, 0.0108787, 51.6017, 0.208596, 2, 2, 16, 32, 1, 1, 84.1703, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 65536, 1, 1, 32, 0.764343, 0.587485, N/A, 0.0234275, 0.0151021, 103.203, 0.43719, 2, 4, 16, 32, 1, 1, 80.3201, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 65536, 1, 1, 32, 0.764343, 0.587485, N/A, 0.0234275, 0.0151021, 103.203, 0.43719, 2, 4, 16, 32, 1, 1, 80.3201, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 65536, 1, 1, 32, 0.764343, 0.587485, N/A, 0.0234275, 0.0151021, 103.203, 0.43719, 2, 4, 16, 32, 1, 1, 80.3201, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 65536, 1, 1, 32, 0.764343, 0.587485, N/A, 0.0234275, 0.0151021, 103.203, 0.43719, 2, 4, 16, 32, 1, 1, 80.3201, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 65536, 1, 1, 32, 0.764343, 0.587485, N/A, 0.0234275, 0.0151021, 103.203, 0.43719, 2, 4, 16, 32, 1, 1, 80.3201, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 131072, 1, 1, 32, 1.04814, 1.17558, N/A, 0.0313707, 0.0202846, 193.238, 0.917781, 2, 8, 32, 64, 1, 1, 76.5219, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 131072, 1, 1, 32, 1.04814, 1.17558, N/A, 0.0313707, 0.0202846, 193.238, 0.917781, 2, 8, 32, 64, 1, 1, 76.5219, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 131072, 1, 1, 32, 1.04814, 1.17558, N/A, 0.0313707, 0.0202846, 193.238, 0.917781, 2, 8, 32, 64, 1, 1, 76.5219, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 131072, 1, 1, 32, 1.04814, 1.17558, N/A, 0.0313707, 0.0202846, 193.238, 0.917781, 2, 8, 32, 64, 1, 1, 76.5219, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 131072, 1, 1, 32, 1.04814, 1.17558, N/A, 0.0313707, 0.0202846, 193.238, 0.917781, 2, 8, 32, 64, 1, 1, 76.5219, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 262144, 1, 1, 32, 1.41268, 1.17558, N/A, 0.0411125, 0.0297833, 384.227, 1.8021, 2, 16, 32, 16, 4, 1, 77.9428, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 262144, 1, 1, 32, 1.41268, 1.17558, N/A, 0.0411125, 0.0297833, 384.227, 1.8021, 2, 16, 32, 16, 4, 1, 77.9428, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 262144, 1, 1, 32, 1.41268, 1.17558, N/A, 0.0411125, 0.0297833, 384.227, 1.8021, 2, 16, 32, 16, 4, 1, 77.9428, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 262144, 1, 1, 32, 1.41268, 1.17558, N/A, 0.0411125, 0.0297833, 384.227, 1.8021, 2, 16, 32, 16, 4, 1, 77.9428, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 262144, 1, 1, 32, 1.41268, 1.17558, N/A, 0.0411125, 0.0297833, 384.227, 1.8021, 2, 16, 32, 16, 4, 1, 77.9428, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 262144, 1, 1, 32, 1.41268, 1.17558, N/A, 0.0411125, 0.0297833, 384.227, 1.8021, 2, 16, 32, 16, 4, 1, 77.9428, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 262144, 1, 1, 32, 1.41268, 1.17558, N/A, 0.0411125, 0.0297833, 384.227, 1.8021, 2, 16, 32, 16, 4, 1, 77.9428, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 262144, 1, 1, 32, 1.41268, 1.17558, N/A, 0.0411125, 0.0297833, 384.227, 1.8021, 2, 16, 32, 16, 4, 1, 77.9428, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 262144, 1, 1, 32, 1.41268, 1.17558, N/A, 0.0411125, 0.0297833, 384.227, 1.8021, 2, 16, 32, 16, 4, 1, 77.9428, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 262144, 1, 1, 32, 1.41268, 1.17558, N/A, 0.0411125, 0.0297833, 384.227, 1.8021, 2, 16, 32, 16, 4, 1, 77.9428, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 262144, 1, 1, 32, 1.41268, 1.17558, N/A, 0.0411125, 0.0297833, 384.227, 1.8021, 2, 16, 32, 16, 4, 1, 77.9428, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 262144, 1, 1, 32, 1.41268, 1.17558, N/A, 0.0411125, 0.0297833, 384.227, 1.8021, 2, 16, 32, 16, 4, 1, 77.9428, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 262144, 1, 1, 32, 1.41268, 1.17558, N/A, 0.0411125, 0.0297833, 384.227, 1.8021, 2, 16, 32, 16, 4, 1, 77.9428, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 262144, 1, 1, 32, 1.41268, 1.17558, N/A, 0.0411125, 0.0297833, 384.227, 1.8021, 2, 16, 32, 16, 4, 1, 77.9428, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 262144, 1, 1, 32, 1.41268, 1.17558, N/A, 0.0411125, 0.0297833, 384.227, 1.8021, 2, 16, 32, 16, 4, 1, 77.9428, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 262144, 1, 1, 32, 1.41268, 1.17558, N/A, 0.0411125, 0.0297833, 384.227, 1.8021, 2, 16, 32, 16, 4, 1, 77.9428, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 262144, 1, 1, 32, 1.41268, 1.17558, N/A, 0.0411125, 0.0297833, 384.227, 1.8021, 2, 16, 32, 16, 4, 1, 77.9428, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 262144, 1, 1, 32, 1.41268, 1.17558, N/A, 0.0411125, 0.0297833, 384.227, 1.8021, 2, 16, 32, 16, 4, 1, 77.9428, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 262144, 1, 1, 32, 1.41268, 1.17558, N/A, 0.0411125, 0.0297833, 384.227, 1.8021, 2, 16, 32, 16, 4, 1, 77.9428, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 262144, 1, 1, 32, 1.41268, 1.17558, N/A, 0.0411125, 0.0297833, 384.227, 1.8021, 2, 16, 32, 16, 4, 1, 77.9428, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 262144, 1, 1, 32, 1.41268, 1.17558, N/A, 0.0411125, 0.0297833, 384.227, 1.8021, 2, 16, 32, 16, 4, 1, 77.9428, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 262144, 1, 1, 32, 1.41268, 1.17558, N/A, 0.0411125, 0.0297833, 384.227, 1.8021, 2, 16, 32, 16, 4, 1, 77.9428, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 262144, 1, 1, 32, 1.41268, 1.17558, N/A, 0.0411125, 0.0297833, 384.227, 1.8021, 2, 16, 32, 16, 4, 1, 77.9428, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 262144, 1, 1, 32, 1.41268, 1.17558, N/A, 0.0411125, 0.0297833, 384.227, 1.8021, 2, 16, 32, 16, 4, 1, 77.9428, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 262144, 1, 1, 32, 1.41268, 1.17558, N/A, 0.0411125, 0.0297833, 384.227, 1.8021, 2, 16, 32, 16, 4, 1, 77.9428, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 262144, 1, 1, 32, 1.41268, 1.17558, N/A, 0.0411125, 0.0297833, 384.227, 1.8021, 2, 16, 32, 16, 4, 1, 77.9428, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 262144, 1, 1, 32, 1.41268, 1.17558, N/A, 0.0411125, 0.0297833, 384.227, 1.8021, 2, 16, 32, 16, 4, 1, 77.9428, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 262144, 1, 1, 32, 1.41268, 1.17558, N/A, 0.0411125, 0.0297833, 384.227, 1.8021, 2, 16, 32, 16, 4, 1, 77.9428, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 262144, 1, 1, 32, 1.41268, 1.17558, N/A, 0.0411125, 0.0297833, 384.227, 1.8021, 2, 16, 32, 16, 4, 1, 77.9428, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 262144, 1, 1, 32, 1.41268, 1.17558, N/A, 0.0411125, 0.0297833, 384.227, 1.8021, 2, 16, 32, 16, 4, 1, 77.9428, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 262144, 1, 1, 32, 1.41268, 1.17558, N/A, 0.0411125, 0.0297833, 384.227, 1.8021, 2, 16, 32, 16, 4, 1, 77.9428, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 262144, 1, 1, 32, 1.41268, 1.17558, N/A, 0.0411125, 0.0297833, 384.227, 1.8021, 2, 16, 32, 16, 4, 1, 77.9428, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 262144, 1, 1, 32, 1.41268, 1.17558, N/A, 0.0411125, 0.0297833, 384.227, 1.8021, 2, 16, 32, 16, 4, 1, 77.9428, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 262144, 1, 1, 32, 1.41268, 1.17558, N/A, 0.0411125, 0.0297833, 384.227, 1.8021, 2, 16, 32, 16, 4, 1, 77.9428, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
45, 262144, 1, 1, 32, 1.41268, 1.17558, N/A, 0.0411125, 0.0297833, 384.227, 1.8021, 2, 16, 32, 16, 4, 1, 77.9428, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
